"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
288,TRUE,"11/25/2019 10:40",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat proud","Very calm","Neither despairing nor hopeful","Because it's getting to taste good",NA,NA,"Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Agree","Agree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","QN915P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","GP","meat","red"
330,TRUE,"11/25/2019 10:44",42,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,"Animal wellfare, health, economics, and climate change.",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","Woman",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"TX916F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
307,TRUE,"11/25/2019 10:53",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Somewhat proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Diet concerns","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TC855N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
372,TRUE,"11/25/2019 10:56",28,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Somewhat proud","Very calm","Somewhat hopeful",NA,NA,"Personality such as openness to experience and cultural influences","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton staff or faculty",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","QT913N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","25-Nov","FP","veg","vegprot"
427,TRUE,"11/25/2019 11:01",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Somewhat unhappy","Neither energized nor bored","Somewhat ashamed","Somewhat calm","Somewhat hopeful",NA,"People are changing their diets to be more mindful of animals and not contribute to the harmful industry.",NA,"Somewhat agree","Disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XF912R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
489,TRUE,"11/25/2019 11:06",23,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Dairy free","Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","People are definitely eating less meat, the reason is different between people, some people do it for their own health, some people do it for animals, others for the environment. Some even reduce their meat consumption because of prohibitive cost, which i s not really improved by meat substitutes.",NA,NA,"Strongly agree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Man",NA,"Carleton graduate student",NA,NA,"No, thanks","RN911T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","CS","meat","poultry"
312,TRUE,"11/25/2019 11:07",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Somewhat angry","Very despairing",NA,NA,"I think it depends on what people grew up eating. If they ate diverse as a child they will as an adult.","Somewhat disagree","Somewhat disagree","Somewhat disagree","Disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","LQ910P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","25-Nov","CP","meat","poultry"
359,TRUE,"11/25/2019 11:15",23,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"People do not like change especially in their foods. It's easier to make things you know","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"VF857F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","25-Nov","VP","veg","veg"
401,TRUE,"11/25/2019 11:19",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful","For climate change and to reduce animal suffering",NA,NA,"Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","LT908C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","CS","meat","poultry"
334,TRUE,"11/25/2019 11:22",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,NA,"Disagree","Strongly disagree","Strongly disagree","Disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","101039844",NA,NA,NA,NA,"Researcher made a mistake (it's okay! but please specify)",NA,NA,NA,"PN907C",NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
460,TRUE,"11/25/2019 11:27",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"Stop mistreating and butchering animals.",NA,"Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PL906M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
299,TRUE,"11/25/2019 11:27",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"What is available, culturally popular, and affordable.","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat disagree","I don’t see myself represented in the above options. My gender is:","Nonbinary","Carleton undergraduate student",NA,"No, thanks",NA,"XX909T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","25-Nov","SP","meat","red"
371,TRUE,"11/25/2019 11:34",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Somewhat ashamed","Somewhat angry","Somewhat despairing","People are becoming more involved and aware of the environmental implications, health benefits, etc",NA,NA,"Strongly disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","EC904N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","SC","meat","poultry"
502,TRUE,"11/25/2019 11:37",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Somewhat energized","Very proud","Very calm","Very hopeful",NA,NA,"Because of different tastes on food and/or religious background 

","Agree","Disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Agree","Man",NA,"Other:","Exchange student from Chile","No, thanks",NA,"PX903F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","25-Nov","GP","meat","red"
291,TRUE,"11/25/2019 11:39",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Somewhat unhappy","Somewhat energized","Somewhat ashamed","Somewhat angry","Neither despairing nor hopeful",NA,NA,"Because some people are educated and awRe, while others are still in the dark on his meat is procezsed 
","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PK905F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","25-Nov","EP","veg","veg"
298,TRUE,"11/25/2019 11:50",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat bored","Very proud","Somewhat calm","Somewhat hopeful",NA,"Societies norms/values",NA,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"FP901R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
200,TRUE,"11/25/2019 11:51",21,"Not sure",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,"I am hungry","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","I don’t see myself represented in the above options. My gender is:",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CN902T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","25-Nov","CS","meat","poultry"
511,TRUE,"11/25/2019 12:16",52,"No, I promise that I haven’t done this before",NA,NA,NA,"Keto",NA,NA,NA,NA,NA,NA,NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful","People are concerned about animal welfare, worried about the planet, and be coming aware of alternatives.",NA,NA,"Neither agree nor disagree","Disagree","Disagree","Disagree","Agree","Disagree","Man",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","FL914T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","CP","meat","poultry"
377,TRUE,"11/25/2019 12:27",49,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"Environmental and health reasons. More visible",NA,"Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Woman",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"MX856R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
607,TRUE,"11/25/2019 12:39",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing","Firstly, because they are increasingly informed about the conditions under which animals are kept. Secondly, there is now more visibility of vegetarians and vegans setting examples. Being vegan is becoming fashionable for young people of certain groups.",NA,NA,"Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Man",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","TC882R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","FP","veg","vegprot"
238,TRUE,"11/25/2019 12:40",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat angry","Neither despairing nor hopeful","Because of viral animal abuse videos. More people are getting aware of how animals are being treated.",NA,NA,"Somewhat disagree","Neither agree nor disagree","Disagree","Disagree","Agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","AP881F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","SC","meat","poultry"
341,TRUE,"11/25/2019 12:51",31,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"Climate change and information about how animals are treated",NA,"Somewhat agree","Disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Man",NA,"Carleton staff or faculty",NA,"No, thanks",NA,"TP880C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","25-Nov","TP","meat","fish"
615,TRUE,"11/25/2019 12:53",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"I think there are two types of people those who eat healthy for the sake of there health and others who just don't care about there health or the health of their family and eat whatever is available around","Somewhat disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TL898C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","25-Nov","FP","veg","vegprot"
431,TRUE,"11/25/2019 13:03",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat despairing",NA,NA,"It's what they're comfortable with.","Disagree","Strongly disagree","Strongly disagree","Disagree","Somewhat agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TM879L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","25-Nov","FP","veg","vegprot"
300,TRUE,"11/25/2019 13:04",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,"I don't know.",NA,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PT877R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
308,TRUE,"11/25/2019 13:26",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Somewhat proud","Somewhat calm","Somewhat hopeful",NA,NA,"No specific preference","Disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CN900L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
320,TRUE,"11/25/2019 13:28",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful","Because of climate change and animal cruelty",NA,NA,"Disagree","Strongly disagree","Disagree","Disagree","Neither agree nor disagree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","MP899T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","CS","meat","poultry"
200,TRUE,"11/25/2019 13:38",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful","Because it's hurting the animals",NA,NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","NP878C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","25-Nov","SC","meat","poultry"
296,TRUE,"11/25/2019 13:44",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Very proud","Very calm","Neither despairing nor hopeful",NA,"Perhaps because of increased awareness of animal cruelly",NA,"Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"CP865N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","25-Nov","GP","meat","red"
538,TRUE,"11/25/2019 13:56",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"If a person is a picky eater or has specific dietary needs they tend to stick to familiar foods. Whereas people who have no restrictions are free to eat anything, which is why they eat many different foods.","Neither agree nor disagree","Strongly disagree","Disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"NT862L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
1314,TRUE,"11/27/2019 11:15",30,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"some people like variety and some like simplicity and efficiency","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","ML867T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Nov","FP","veg","vegprot"
837,TRUE,"11/27/2019 11:29",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Very energized","Somewhat proud","Very calm","Somewhat hopeful",NA,"Plenty of younger people. Save environment",NA,"Strongly agree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RP864T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
596,TRUE,"11/27/2019 11:30",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Ethical considerations both good and bad. Some people are borderline radical with their advocacy for certain diets. Also, we live in a culture in which we look for the right way to live constantly, and this creates the idea that we somehow don't know what we should be eating.","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"NV863X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","TURKEY","meat","poultry"
813,TRUE,"11/27/2019 11:44",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat hopeful","They are the harm that comes with providing these meats and want to make a change that will harm the community less.",NA,NA,"Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","NP897R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
1147,TRUE,"11/27/2019 12:03",22,"No, I promise that I haven’t done this before","Food allergy (nuts, shellfish, etc.)",NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,"Increasing knowledge and awareness of the process and health problems",NA,"Neither agree nor disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PR896M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Nov","BP","meat","pork"
512,TRUE,"11/27/2019 12:13",20,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Very hopeful",NA,NA,"I believe it comes down to their budget and health requirements. If you are able to pay for more food, or more diverse types of food, people would be willing to try and stick to more variety. It also depends on the cost of new or more expensive foods, people would stick to what is cost efficient and good tasting/healthy.","Neither agree nor disagree","Somewhat disagree","Disagree","Disagree","Agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","RL895T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Nov","VP","veg","veg"
325,TRUE,"11/27/2019 12:19",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Personal preferences","Disagree","Disagree","Disagree","Somewhat disagree","Agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,"Yes, I will pledge to stop eating meat",NA,"PN871C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","FP","veg","vegprot"
3061,TRUE,"11/27/2019 12:20",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat hopeful","Awareness and plant based products tasting better",NA,NA,"Disagree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","VR870X",NA,NA,NA,NA,NA,NA,"Other problem (please specify)",NA,NA,NA,"Didn't want to leave email",NA,"reduce","27-Nov","CS","meat","poultry"
504,TRUE,"11/27/2019 12:29",19,"Not sure",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Lactose intolerant","Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Some people have preferences that become habits, others have religious or allergy related dietary constraints.","Agree","Disagree","Disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CX8699W","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Nov","FP","veg","vegprot"
857,TRUE,"11/27/2019 12:33",59,"No, I promise that I haven’t done this before",NA,NA,NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Somewhat bored","Neither ashamed nor proud","Somewhat angry","Neither despairing nor hopeful",NA,NA,"Many types of food","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Somewhat agree","Strongly agree","Man",NA,"Carleton graduate student",NA,"Yes, I will pledge to stop eating meat",NA,"PM868L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","27-Nov","CP","meat","poultry"
664,TRUE,"11/27/2019 12:40",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","Probably the increase in the media of advertising plant-based options instead of meat.",NA,NA,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PC872F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","27-Nov","DONAIR","meat","red"
314,TRUE,"11/27/2019 12:49",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,"To save the animals and dietary preferences
",NA,"Disagree","Somewhat agree","Neither agree nor disagree","Disagree","Agree","Disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LR858C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
369,TRUE,"11/27/2019 12:54",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","To in enhance our global evolution",NA,NA,"Somewhat agree","Disagree","Somewhat disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","JP859V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
392,TRUE,"11/27/2019 13:22",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Very hopeful",NA,"It's now a trend and there is proof now that p!any based is better for you",NA,"Agree","Somewhat disagree","Disagree","Somewhat agree","Strongly agree","Somewhat disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"ML873F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","27-Nov","CP","meat","poultry"
1454,TRUE,"11/27/2019 13:37",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"It think people are trying to be conscious of their health and the environment and many people have allergies.","Somewhat agree","Somewhat disagree","Strongly disagree","Disagree","Somewhat disagree","Agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","QL876T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","27-Nov","CS","meat","poultry"
